,CUSTOMER LIFETIME VALUE,INCOME,MONTHLY PREMIUM AUTO,MONTHS SINCE LAST CLAIM,MONTHS SINCE POLICY INCEPTION,NUMBER OF OPEN COMPLAINTS,NUMBER OF POLICIES,MONTH,CUSTOMER LIFETIME VALUE_TEMP
463,2399.17815,20992,64,21.0,73,0.0,1,1,238
464,8112.323843,87403,68,1.0,63,0.0,2,2,5486
465,3647.24611,20694,94,29.0,89,1.0,1,1,1754
466,5384.532684,59364,67,25.0,56,0.0,5,2,3549
467,2772.502139,68463,70,19.0,67,1.0,1,1,988
468,4911.773088,0,69,26.0,33,0.0,9,1,2911
469,2574.020376,34990,65,23.0,73,0.0,1,1,608
470,9594.78115,31421,81,5.0,95,0.0,2,2,6308
471,10208.92761,35482,129,21.0,59,0.0,3,2,6458
472,9217.978125,26351,119,14.0,87,0.0,7,1,6167
473,10506.93706,61650,88,8.0,2,0.0,2,2,6528
474,7619.482766,0,105,5.0,42,0.0,5,2,5119
475,8991.98452,17331,117,13.0,39,0.0,6,1,6057
476,4923.950434,31093,63,3.0,78,0.0,3,1,2930
477,18745.39592,27229,99,20.0,9,0.0,2,2,7470
478,4525.276524,32802,114,31.0,8,0.0,1,1,2429
479,10732.50747,75728,133,24.0,68,0.0,4,2,6580
480,2703.466256,0,72,19.0,48,0.0,1,2,860
481,2458.746211,0,70,20.0,44,0.0,1,1,362
482,11790.49617,25251,66,13.0,43,0.0,2,1,6751
483,5558.31428,0,188,5.0,61,4.0,1,2,3760
484,2678.457672,0,83,3.0,85,1.0,1,2,810
485,2541.627614,23692,65,26.0,27,2.0,1,1,539
486,5471.83429,53526,68,27.0,69,0.0,4,2,3656
487,4879.384813,67163,61,17.0,41,2.0,5,1,2851
488,5325.724541,0,73,17.0,44,0.0,7,2,3470
489,5318.89664,25134,67,3.0,0,0.0,6,1,3458
490,3440.361969,23870,91,4.0,92,0.0,1,2,1618
491,4782.349875,81687,61,7.0,77,0.0,6,2,2721
492,5619.689084,0,153,25.0,5,0.0,1,1,3831
493,22721.47396,21724,198,4.0,51,0.0,2,1,7676
494,2666.05454,86321,66,7.0,25,0.0,1,1,787
495,5704.977144,50695,71,31.0,30,0.0,5,1,3919
496,3875.541141,0,117,11.0,29,0.0,1,2,1917
497,10914.20446,71656,137,3.0,88,0.0,8,1,6614
498,3571.34607,73853,89,7.0,35,0.0,1,2,1708
499,7138.167712,19794,93,24.0,80,0.0,8,2,4739
500,5375.842787,69050,67,17.0,38,0.0,3,1,3535
501,8268.272933,95419,70,6.0,61,3.0,2,2,5595
502,4795.387295,33068,61,6.0,77,1.0,6,2,2742
503,6325.030596,0,89,4.0,86,0.0,7,2,4325
504,9743.350113,24028,82,14.0,27,0.0,2,1,6349
505,31162.6933,83170,97,0.0,53,0.0,2,1,7888
506,4563.872603,0,124,32.0,39,0.0,1,2,2475
507,4883.805481,58682,61,24.0,34,0.0,4,2,2867
508,5140.11289,0,138,22.0,18,0.0,1,1,3216
509,3548.148767,76114,88,6.0,97,0.0,1,2,1694
510,10541.10977,59965,131,7.0,54,0.0,7,2,6538
511,7606.70898,47778,96,2.0,81,0.0,7,2,5101
512,30763.25637,41279,115,1.0,30,0.0,2,1,7882
513,2726.834065,0,73,8.0,63,0.0,1,1,900
514,4751.280948,30887,119,15.0,18,0.0,1,2,2674
515,2631.564135,0,71,11.0,68,0.0,1,1,729
516,38545.70689,41104,109,4.0,10,0.0,2,1,7979
517,4988.579794,38928,64,14.0,18,0.0,8,2,3013
518,2609.533154,60798,66,21.0,57,0.0,1,2,682
519,15470.59658,68086,194,34.0,6,0.0,3,2,7230
520,5324.38786,31561,68,8.0,62,0.0,7,1,3468
521,3763.637743,93595,97,15.0,30,4.0,1,2,1842
522,6105.801637,0,84,0.0,57,0.0,5,2,4206
523,4458.113369,17622,65,1.0,36,1.0,3,1,2360
524,2660.931663,53333,66,4.0,34,0.0,1,1,779
525,3870.356928,0,106,8.0,65,0.0,1,1,1911
526,2616.613903,72302,66,6.0,27,0.0,1,2,699
527,8110.305608,52548,101,10.0,1,0.0,5,1,5481
528,2448.811216,87802,63,2.0,43,5.0,1,1,332
529,2472.469209,63860,62,26.0,81,0.0,1,1,393
530,16301.9676,19614,85,21.0,32,0.0,2,2,7308
531,20635.0846,84106,64,0.0,86,0.0,2,2,7574
532,4655.605831,88240,117,3.0,94,0.0,1,2,2569
533,4686.469674,58089,118,31.0,83,0.0,1,2,2593
534,5251.983996,59537,66,23.0,5,0.0,7,2,3363
535,8672.229719,0,245,34.0,83,0.0,1,1,5890
536,3199.824902,78784,80,33.0,72,0.0,1,1,1455
537,6871.966648,0,196,5.0,59,2.0,1,2,4593
538,7284.262288,10334,64,5.0,80,0.0,2,2,4841
539,9112.266649,0,90,21.0,21,0.0,2,1,6124
540,4885.162511,26372,126,11.0,7,0.0,1,2,2869
541,5093.479191,0,71,12.0,55,0.0,3,1,3153
542,3141.333694,24019,79,14.0,27,0.0,1,1,1421
543,2582.408525,76731,64,2.0,68,0.0,1,2,622
544,25807.063,71210,214,8.0,89,1.0,2,2,7776
545,14083.97061,74916,62,8.0,34,4.0,2,1,7075
546,5085.023369,0,72,15.0,18,1.0,3,2,3141
547,6457.560953,37548,81,12.0,9,0.0,3,1,4377
548,5607.253592,39507,70,32.0,17,0.0,5,2,3816
549,13092.58578,0,188,35.0,82,0.0,7,1,6933
550,6459.640843,23235,82,32.0,46,0.0,3,1,4378
551,7840.646748,0,76,17.0,34,1.0,2,1,5277
552,4995.211519,82413,62,12.0,79,0.0,3,2,3023
553,5791.610721,80480,72,6.0,55,0.0,7,2,4000
554,14040.96476,0,195,9.0,33,1.0,5,2,7068
555,7484.383041,51692,186,12.0,28,0.0,1,1,5008
556,9233.19066,42600,115,10.0,78,0.0,3,2,6172
557,4490.549093,0,64,13.0,11,0.0,3,1,2391
558,2996.139865,0,82,9.0,21,0.0,1,1,1326
559,8622.835375,97361,73,6.0,85,0.0,2,2,5852
560,5568.889245,53295,70,12.0,97,0.0,8,1,3770
561,4995.1712,10787,71,33.0,25,0.0,8,1,3022
562,3954.538361,40175,102,34.0,78,1.0,1,2,1964
563,2685.425957,75329,67,15.0,17,0.0,1,1,821
564,25807.063,71210,214,8.0,89,1.0,2,2,7776
565,5120.615661,0,76,11.0,14,4.0,3,2,3190
566,9192.592887,37388,117,30.0,21,0.0,5,2,6156
567,4914.731004,14232,64,13.0,1,0.0,5,2,2915
568,4428.031583,58577,110,6.0,62,0.0,1,1,2334
569,2949.282616,78596,73,11.0,0,0.0,1,1,1283
570,4312.869599,21004,62,27.0,20,0.0,3,1,2238
571,4553.809528,61064,113,32.0,77,0.0,1,2,2463
572,2527.653796,80744,63,24.0,84,0.0,1,1,508
573,7455.361568,74089,94,13.0,89,2.0,7,1,4988
574,6895.309989,28992,74,3.0,90,4.0,2,1,4611
575,5500.576161,35396,70,32.0,12,0.0,3,2,3684
576,8457.461231,26023,72,26.0,33,1.0,2,1,5728
577,6744.190752,0,90,3.0,74,0.0,4,2,4520
578,2827.328603,20368,72,30.0,36,0.0,1,1,1079
579,9150.137599,32370,115,2.0,77,0.0,4,2,6139
580,3038.114641,31532,79,1.0,26,0.0,1,1,1350
581,11005.02349,0,69,31.0,69,2.0,2,1,6636
582,3681.978995,77951,93,28.0,46,3.0,1,1,1779
583,11533.47722,41098,96,3.0,15,0.0,2,2,6712
584,2706.606128,22664,73,0.0,8,0.0,1,1,863
585,5519.513075,70914,68,15.0,82,0.0,3,1,3710
586,4455.843406,0,121,16.0,64,0.0,1,2,2357
587,4447.423455,13128,118,11.0,21,0.0,1,2,2351
588,2551.226692,79751,63,15.0,67,0.0,1,1,560
589,5169.558551,56334,65,35.0,72,0.0,3,1,3255
590,21343.46599,0,74,11.0,85,1.0,2,1,7608
591,2791.880258,72389,70,3.0,76,0.0,1,1,1023
592,8609.158215,79090,107,2.0,74,0.0,3,1,5842
593,7238.504049,0,66,31.0,54,1.0,2,1,4803
594,5229.68034,26540,69,13.0,65,1.0,5,2,3336
595,2354.495752,0,64,19.0,72,0.0,1,1,177
596,4363.124641,54514,109,5.0,36,3.0,1,1,2280
597,4563.859434,62010,112,2.0,51,0.0,1,1,2474
598,19668.86758,0,67,20.0,55,1.0,2,2,7520
599,4984.618655,86305,62,1.0,99,0.0,5,1,3010
600,2691.380574,21959,71,0.0,69,0.0,1,1,834
601,14057.42125,36261,118,14.0,78,0.0,2,1,7071
602,5849.486464,67511,73,3.0,5,0.0,8,2,4052
603,2430.870824,28476,62,3.0,76,0.0,1,2,288
604,10721.61076,25983,90,32.0,43,0.0,2,2,6578
605,4779.893422,54194,119,9.0,90,1.0,1,2,2719
606,4736.34799,0,65,33.0,1,0.0,3,2,2652
607,32450.39142,60455,104,20.0,25,0.0,2,2,7914
608,5884.308607,0,161,29.0,1,0.0,1,1,4075
609,5824.767025,38492,72,27.0,34,0.0,3,2,4035
610,5220.685297,68867,129,19.0,91,0.0,1,1,3323
611,4341.363555,23352,112,0.0,86,0.0,1,1,2263
612,4711.080198,13933,62,25.0,32,0.0,6,1,2619
613,18380.39026,50407,92,30.0,67,0.0,2,2,7445
614,17041.4383,22249,64,4.0,88,0.0,2,2,7370
615,3312.253233,0,107,2.0,4,2.0,1,1,1531
616,3576.705025,24959,89,19.0,13,0.0,1,1,1715
617,2462.859762,0,69,9.0,68,0.0,1,2,367
618,6098.462114,74257,76,16.0,91,0.0,3,1,4200
619,6899.709949,37308,86,19.0,69,0.0,9,1,4615
620,5259.709581,28447,67,20.0,99,0.0,3,1,3373
621,19014.47625,29822,61,17.0,44,0.0,2,1,7482
622,8658.863813,62464,109,23.0,45,0.0,4,2,5878
623,5845.426201,43145,73,1.0,0,0.0,6,1,4046
624,2756.472584,43540,70,29.0,60,0.0,1,1,962
625,5603.73932,95284,69,6.0,35,0.0,4,1,3813
626,5384.671725,13103,72,21.0,32,0.0,7,2,3550
627,12655.52878,26149,157,2.0,17,0.0,7,2,6863
628,10025.91827,0,141,25.0,27,0.0,3,2,6419
629,14435.67365,60880,119,25.0,89,0.0,2,1,7116
630,2914.955295,37803,74,26.0,51,0.0,1,2,1238
631,7663.871432,0,109,5.0,95,0.0,3,1,5152
632,5107.163002,35625,65,10.0,56,1.0,3,1,3172
633,11855.13545,0,170,10.0,74,0.0,5,2,6762
634,2491.257604,25965,65,23.0,27,0.0,1,2,432
635,5568.947534,0,79,21.0,53,1.0,7,1,3771
636,4772.943848,20993,133,35.0,90,0.0,1,2,2709
637,4624.622593,0,68,0.0,16,2.0,3,2,2527
638,3664.22055,0,103,8.0,75,0.0,1,2,1768
639,3914.719645,0,112,6.0,0,0.0,1,1,1944
640,36293.14678,18047,242,5.0,50,0.0,2,1,7959
641,36860.72688,66216,103,34.0,58,0.0,2,1,7965
642,9890.210998,52408,125,13.0,12,0.0,9,2,6388
643,7320.070571,0,112,30.0,29,1.0,3,1,4874
644,4863.470811,52728,127,34.0,34,1.0,1,2,2822
645,2466.581354,0,70,6.0,18,0.0,1,1,375
646,8415.684559,55308,107,17.0,74,0.0,6,1,5697
647,2150.178588,0,61,28.0,31,0.0,1,2,36
648,24127.50402,14072,71,13.0,3,0.0,2,1,7727
649,5727.327124,99934,71,9.0,12,0.0,3,1,3942
650,4626.801093,79487,114,20.0,87,0.0,1,1,2529
651,5217.513287,39854,66,6.0,4,0.0,7,2,3316
652,8717.049833,83846,74,22.0,94,3.0,2,2,5926
653,2409.368488,0,66,3.0,97,0.0,1,2,249
654,20708.25881,92079,65,12.0,68,1.0,2,2,7576
655,8564.768226,95697,107,29.0,29,0.0,9,2,5811
656,4178.586494,62113,104,1.0,0,0.0,1,1,2148
657,3944.231185,33282,100,24.0,66,1.0,1,1,1959
658,2578.835541,59974,65,23.0,5,0.0,1,2,617
659,8360.14874,48521,105,9.0,89,0.0,7,2,5658
660,14585.37736,0,194,26.0,10,0.0,5,1,7130
661,14396.24222,0,205,14.0,63,0.0,4,2,7110
662,9100.787395,38898,117,26.0,68,0.0,3,1,6115
663,16938.29858,0,69,24.0,99,0.0,2,2,7359
664,5421.018201,40376,69,16.0,46,0.0,8,2,3602
665,2342.01381,19581,67,2.0,94,0.0,1,1,163
666,5723.535705,77646,71,3.0,29,0.0,6,2,3941
667,13681.71178,55588,114,15.0,40,0.0,2,2,7021
668,8639.49502,92374,107,16.0,9,1.0,3,2,5863
669,10179.71704,14290,271,20.0,40,0.0,1,1,6454
670,20230.9675,48448,74,24.0,11,1.0,2,2,7548
671,4267.076892,43682,107,12.0,73,0.0,1,2,2202
672,3933.813993,25927,103,6.0,20,0.0,1,1,1951
673,5521.542577,0,77,20.0,89,0.0,9,1,3713
674,6612.220871,0,97,31.0,34,2.0,9,1,4444
675,2913.323811,20075,79,7.0,2,1.0,1,1,1234
676,7189.106255,75838,90,6.0,64,0.0,6,1,4770
677,2537.969253,37612,64,0.0,32,0.0,1,2,530
678,4170.687348,29462,107,28.0,23,1.0,1,1,2139
679,14722.22122,43982,126,20.0,68,1.0,2,2,7150
680,24108.30057,17257,70,1.0,88,0.0,2,1,7726
681,2402.81597,21629,62,19.0,54,0.0,1,1,241
682,7756.174223,21326,99,22.0,9,0.0,3,2,5220
683,4250.282624,0,61,17.0,1,1.0,7,1,2194
684,7540.584824,29697,64,6.0,43,0.0,2,1,5054
685,8104.503269,0,117,24.0,8,1.0,6,2,5473
686,7605.637524,55281,192,22.0,68,1.0,1,1,5100
687,5313.294035,0,77,8.0,10,1.0,9,1,3450
688,15042.57658,22799,190,10.0,75,0.0,6,2,7183
689,2469.56901,55257,64,0.0,77,3.0,1,1,382
690,4639.035171,0,142,5.0,87,0.0,1,2,2546
691,2908.020838,74212,73,16.0,26,0.0,1,1,1224
692,7685.402943,31686,101,14.0,45,2.0,8,2,5165
693,3834.210713,0,112,13.0,13,0.0,1,1,1885
694,7074.398104,94508,88,27.0,54,0.0,3,2,4700
695,2939.939038,97735,73,24.0,26,0.0,1,2,1275
696,2442.422113,57963,61,11.0,63,0.0,1,2,318
697,6503.397049,22081,84,1.0,9,0.0,6,2,4399
698,9111.75642,54751,114,6.0,50,0.0,3,2,6122
699,5096.673223,22886,65,9.0,81,0.0,3,1,3157
700,14010.52742,36523,71,28.0,67,0.0,2,1,7059
701,2155.209879,0,70,22.0,67,3.0,1,1,40
702,6252.3631,92895,77,5.0,2,0.0,7,2,4276
703,9031.214859,0,122,15.0,47,0.0,9,2,6080
704,13197.92893,0,68,19.0,2,3.0,2,1,6953
705,5059.325681,67371,63,25.0,14,0.0,3,2,3106
706,10506.77172,0,92,15.0,36,0.0,2,1,6526
707,3304.758268,23931,95,4.0,24,0.0,1,2,1524
708,5619.068508,50335,140,9.0,54,0.0,1,2,3829
709,5821.128509,61108,72,27.0,84,0.0,6,1,4030
710,4974.235309,0,70,18.0,74,0.0,3,2,2994
711,12941.73353,77060,106,23.0,90,0.0,2,1,6907
712,5908.16294,86277,74,19.0,33,0.0,3,2,4098
713,7943.513275,60214,100,8.0,16,1.0,4,1,5348
714,2602.24525,38166,67,25.0,5,1.0,1,1,672
715,4526.126785,0,64,32.0,89,1.0,3,1,2431
716,5671.927479,34974,71,7.0,36,0.0,3,1,3892
717,10436.57466,24177,92,4.0,37,1.0,2,2,6510
718,7172.070153,73836,182,8.0,35,3.0,1,1,4759
719,7081.690974,93854,87,18.0,41,0.0,9,2,4706
720,4502.207001,46402,113,7.0,2,0.0,1,1,2398
721,26016.525,43922,83,2.0,43,0.0,2,1,7780
722,5214.971007,65375,65,9.0,84,0.0,3,1,3314
723,7680.147853,68229,96,11.0,41,0.0,5,1,5161
724,10827.87278,62053,134,3.0,89,0.0,5,2,6594
725,4826.831451,18779,63,10.0,65,0.0,4,2,2779
726,2894.583582,28204,73,6.0,12,0.0,1,2,1201
727,23740.12142,28025,87,28.0,94,0.0,2,1,7710
728,2829.312319,25860,72,12.0,46,0.0,1,2,1083
729,13473.18567,25302,70,13.0,16,1.0,2,2,7001
730,8170.621997,95241,68,3.0,12,1.0,2,1,5525
731,3187.351993,0,85,27.0,29,0.0,1,2,1446
732,9212.613275,70958,115,1.0,57,0.0,7,2,6164
733,5028.739297,0,67,21.0,60,0.0,5,1,3069
734,7684.887717,62192,98,30.0,28,0.0,5,2,5164
735,4899.977003,76594,122,26.0,9,1.0,1,1,2893
736,6520.824777,93721,80,22.0,62,0.0,6,2,4411
737,5497.659883,28128,70,6.0,52,0.0,4,2,3678
738,6466.304259,0,90,3.0,76,0.0,7,1,4383
739,5956.545724,48993,74,6.0,29,0.0,4,1,4133
740,9928.986032,75716,247,2.0,32,0.0,1,1,6397
741,7714.650119,0,74,33.0,24,0.0,2,1,5194
742,7295.42703,26849,62,5.0,0,0.0,2,2,4861
743,6063.19979,20676,79,28.0,27,0.0,7,2,4187
744,2580.849899,46900,66,13.0,59,0.0,1,2,618
745,2497.808174,68041,64,10.0,47,0.0,1,2,444
746,8085.448545,61409,68,30.0,80,0.0,2,1,5457
747,8390.122077,0,78,22.0,3,0.0,2,1,5676
748,4773.686425,33701,63,16.0,67,0.0,5,2,2711
749,7116.549068,0,66,5.0,46,0.0,2,2,4727
750,7356.010439,36812,92,23.0,98,1.0,4,2,4903
751,6770.306834,74422,85,4.0,3,1.0,3,2,4541
752,5452.171237,88567,67,9.0,89,0.0,9,2,3637
753,6631.665538,32918,84,33.0,69,0.0,3,1,4458
754,8646.504109,64125,108,3.0,44,0.0,3,1,5867
755,4926.282836,49185,61,11.0,92,0.0,8,1,2931
756,4636.54647,26802,66,7.0,43,1.0,5,1,2541
757,2236.085718,0,64,12.0,56,3.0,1,2,83
758,11981.98481,21514,62,0.0,59,0.0,2,1,6777
759,6496.197101,89285,81,25.0,3,0.0,3,1,4395
760,6006.963446,0,80,5.0,10,0.0,8,1,4162
761,8646.504109,64125,108,3.0,44,0.0,3,1,5867
762,13023.9329,64985,108,23.0,94,0.0,2,1,6919
763,7804.597655,0,117,18.0,84,4.0,8,1,5256
764,5169.49937,12430,73,22.0,13,0.0,4,2,3254
765,3394.720301,83431,84,13.0,33,0.0,1,1,1588
766,19731.34147,33588,62,2.0,64,0.0,2,1,7524
767,7079.790277,24245,63,0.0,22,0.0,2,1,4704
768,12168.64405,0,109,28.0,96,0.0,2,2,6797
769,4726.869327,13037,124,28.0,49,0.0,1,1,2638
770,9448.833931,85221,117,11.0,42,0.0,4,1,6262
771,3883.398053,0,109,10.0,70,0.0,1,1,1920
772,4526.94696,92921,112,35.0,49,0.0,1,2,2434
773,4605.036646,22571,63,29.0,51,0.0,9,1,2514
774,12741.84754,73054,106,34.0,36,1.0,2,1,6874
775,5850.451386,24317,73,2.0,35,1.0,3,1,4053
776,10787.11572,44695,91,26.0,88,0.0,2,1,6589
777,10396.53186,34948,130,20.0,15,0.0,7,2,6504
778,3580.076125,71176,91,3.0,62,2.0,1,1,1718
779,3585.884123,49080,91,14.0,68,0.0,1,1,1720
780,2491.257604,25965,65,23.0,27,0.0,1,2,432
781,13583.6249,58544,114,19.0,48,0.0,2,1,7015
782,5874.820212,35301,74,23.0,68,0.0,7,1,4065
783,2550.659053,69230,63,31.0,13,0.0,1,2,559
784,8704.278179,38072,113,10.0,36,1.0,3,1,5914
785,7286.789075,65870,61,21.0,40,1.0,2,2,4847
786,5293.717318,0,74,14.0,43,0.0,4,1,3427
787,12851.42404,0,186,11.0,31,0.0,8,2,6892
788,3241.314176,66889,80,6.0,16,0.0,1,1,1487
789,3358.660979,77309,83,22.0,6,0.0,1,2,1565
790,11177.7521,20742,100,17.0,52,0.0,2,1,6664
791,6793.77405,22250,86,10.0,36,0.0,3,1,4552
792,8406.763319,67128,105,33.0,90,0.0,4,2,5689
793,4873.672682,0,68,3.0,5,0.0,5,2,2840
794,8509.850887,26057,74,3.0,63,0.0,2,1,5774
795,8161.1704,12266,114,25.0,36,1.0,3,1,5511
796,12148.94098,37025,101,15.0,36,0.0,2,1,6794
797,4001.519098,19782,108,13.0,66,0.0,1,2,2000
798,4883.551402,19096,64,17.0,5,0.0,3,1,2866
799,2869.997625,70974,71,15.0,0,0.0,1,2,1161
800,25390.54546,19359,129,0.0,62,0.0,2,2,7764
801,7343.52792,0,72,26.0,12,3.0,2,2,4895
802,2840.302575,79181,72,1.0,24,0.0,1,2,1102
803,2805.098562,26004,70,12.0,3,0.0,1,1,1044
804,4838.208972,73769,61,24.0,95,2.0,3,1,2796
805,2821.947219,38977,70,27.0,22,0.0,1,1,1071
806,2152.081322,0,65,8.0,50,0.0,1,2,38
807,4082.704584,23206,107,31.0,60,0.0,1,2,2066
808,2965.71995,26472,74,22.0,31,0.0,1,2,1301
809,6081.048248,0,82,26.0,33,0.0,3,1,4192
810,26843.12452,36068,97,0.0,10,0.0,2,1,7806
811,5678.050167,0,76,8.0,44,0.0,3,1,3902
812,3355.528168,46644,84,34.0,19,0.0,1,1,1563
813,10972.06778,24164,137,2.0,40,0.0,5,1,6627
814,6677.418103,0,97,10.0,77,1.0,9,2,4485
815,2624.896858,18129,71,23.0,59,0.0,1,1,717
816,9052.951051,10211,119,7.0,16,0.0,7,2,6093
817,6112.756868,63243,77,21.0,73,0.0,3,2,4211
818,10777.56762,53437,91,2.0,87,0.0,2,1,6587
819,8489.843197,0,130,3.0,46,0.0,3,1,5754
820,5055.902381,88989,63,19.0,28,1.0,3,1,3104
821,25997.74996,62262,72,17.0,2,0.0,2,2,7779
822,10839.50749,26367,139,7.0,26,0.0,3,1,6598
823,6044.020038,93715,74,12.0,88,0.0,7,1,4177
824,5447.201066,68815,68,29.0,37,0.0,3,2,3630
825,2241.108638,0,63,5.0,7,0.0,1,2,86
826,12866.89474,0,189,24.0,93,0.0,6,2,6893
827,5479.555081,56005,68,31.0,30,1.0,3,1,3661
828,9366.816281,60613,240,3.0,52,0.0,1,1,6216
829,3436.134281,30817,88,25.0,43,0.0,1,2,1614
830,8336.08382,0,67,10.0,50,2.0,2,2,5643
831,13080.78528,0,124,12.0,58,0.0,2,2,6930
832,12734.21253,25023,82,31.0,38,0.0,2,1,6873
833,9555.169159,96269,118,2.0,52,0.0,8,1,6294
834,6488.89559,95025,81,15.0,12,0.0,8,2,4393
835,8436.350708,49182,70,6.0,86,0.0,2,1,5716
836,31864.8589,23576,89,8.0,72,0.0,2,2,7900
837,33473.34946,33190,106,18.0,95,0.0,2,1,7931
838,4250.282624,0,61,17.0,1,1.0,7,1,2194
839,16515.00927,51725,138,9.0,16,1.0,2,2,7330
840,2356.702311,0,69,22.0,11,0.0,1,1,180
841,7933.820656,76505,65,32.0,89,0.0,2,1,5344
842,1940.981221,0,66,5.0,40,3.0,1,2,4
843,5548.031892,67798,69,1.0,78,0.0,9,1,3739
844,5332.615013,74837,66,9.0,18,0.0,7,1,3482
845,8341.929905,30344,107,29.0,79,0.0,9,2,5647
846,5936.344043,42889,74,31.0,18,0.0,7,1,4123
847,5213.3743,65167,131,22.0,85,0.0,1,2,3312
848,7706.036295,48019,64,15.0,94,0.0,2,2,5183
849,7452.543017,0,68,14.0,46,0.0,2,1,4985
850,5924.667902,78387,74,5.0,1,0.0,6,1,4110
851,3032.816016,73782,76,11.0,97,0.0,1,1,1345
852,3694.647081,0,102,13.0,84,0.0,1,2,1792
853,3122.984111,72916,80,25.0,72,0.0,1,1,1406
854,4362.931238,58842,110,6.0,74,0.0,1,1,2279
855,2566.782278,21375,65,14.0,66,0.0,1,2,593
856,2435.689035,32931,62,16.0,45,0.0,1,1,305
857,2849.252467,63326,72,2.0,34,0.0,1,2,1118
858,4881.299084,37998,61,26.0,27,0.0,7,2,2857
859,2497.45507,24825,64,34.0,44,0.0,1,2,441
860,6661.744145,0,95,6.0,99,0.0,5,1,4474
861,2549.080421,52980,64,33.0,93,0.0,1,2,555
862,4601.634099,84394,114,9.0,38,0.0,1,1,2511
863,20120.56053,32869,85,4.0,49,0.0,2,1,7542
864,5903.612641,55393,74,15.0,6,1.0,3,1,4090
865,2584.203924,22562,65,4.0,81,0.0,1,1,624
866,23331.829,44719,66,6.0,55,0.0,2,1,7700
867,4330.38602,60475,107,9.0,18,0.0,1,2,2252
868,5544.909083,79619,71,3.0,34,3.0,6,2,3738
869,5876.054314,32848,74,2.0,59,0.0,5,2,4068
870,2759.618207,64388,69,12.0,51,0.0,1,1,969
871,26197.41498,18495,113,10.0,15,0.0,2,1,7785
872,5157.053124,43906,65,6.0,53,0.0,6,2,3237
873,3208.919835,40135,80,29.0,70,0.0,1,2,1460
874,6921.973993,16483,90,14.0,68,0.0,9,2,4626
875,11274.91011,0,114,22.0,39,0.0,2,2,6678
876,7285.030983,44788,61,6.0,48,0.0,2,2,4844
877,13918.5348,64113,117,24.0,32,0.0,2,1,7050
878,9048.983447,0,119,9.0,8,0.0,3,1,6089
879,7142.54905,24417,185,22.0,25,0.0,1,1,4740
880,9672.701942,0,96,5.0,27,0.0,2,2,6332
881,3403.919366,38460,88,15.0,1,1.0,1,2,1595
882,4019.384424,0,118,2.0,48,0.0,1,2,2018
883,12168.74492,14973,115,2.0,75,0.0,2,2,6798
884,10571.5377,94137,65,16.0,27,0.0,2,2,6547
885,4935.189986,29560,62,21.0,89,0.0,7,2,2945
886,11323.35555,98254,94,23.0,11,3.0,2,2,6691
887,4175.945269,23060,109,13.0,25,3.0,1,2,2143
888,13235.54436,39778,112,23.0,49,0.0,2,2,6958
889,2585.955652,83758,64,27.0,34,0.0,1,1,631
890,3435.25008,64348,86,25.0,18,0.0,1,1,1612
891,8376.332294,26448,105,7.0,42,0.0,3,1,5668
892,4510.194071,44230,114,2.0,45,0.0,1,2,2413
893,35022.45478,25270,99,34.0,87,0.0,2,2,7941
894,7716.997859,37376,99,34.0,52,0.0,3,1,5197
895,3694.140498,96170,92,8.0,86,0.0,1,2,1790
896,5261.037541,43573,66,30.0,64,0.0,5,1,3376
897,9486.596417,42240,79,25.0,10,0.0,2,1,6275
898,3687.169374,0,99,5.0,68,1.0,1,1,1784
899,23747.46699,0,96,29.0,22,4.0,2,2,7711
900,3618.686938,50755,91,21.0,25,0.0,1,2,1741
901,30205.01297,0,89,7.0,4,0.0,2,2,7873
902,5583.575264,76927,138,2.0,46,0.0,1,2,3791
903,4841.057535,23449,61,33.0,2,0.0,8,2,2800
904,8838.085637,82664,114,24.0,10,3.0,9,1,5989
905,5586.893159,94161,69,0.0,65,0.0,4,1,3795
906,6685.069081,56270,83,23.0,2,0.0,4,2,4489
907,2682.912454,0,74,24.0,33,0.0,1,1,816
908,2272.30731,0,64,35.0,59,0.0,1,1,104
909,2839.013244,0,81,22.0,26,0.0,1,1,1096
910,5029.296953,40113,67,2.0,43,3.0,5,1,3071
911,13432.00289,68956,118,12.0,8,2.0,2,1,6992
912,7879.928952,45703,98,17.0,36,0.0,9,1,5307
913,6846.150323,0,95,13.0,20,0.0,5,1,4576
914,12298.6863,17101,113,1.0,88,0.0,2,2,6819
915,9275.681452,52494,119,5.0,69,0.0,7,2,6188
916,5618.485357,24518,74,23.0,62,0.0,3,1,3828
917,3237.500928,27982,87,15.0,74,0.0,1,1,1481
918,2552.913868,33124,67,35.0,7,0.0,1,2,566
919,10208.92761,35482,129,21.0,59,0.0,3,2,6458
920,2518.743544,39317,64,22.0,46,0.0,1,2,488
921,5595.389905,74454,71,25.0,29,0.0,3,2,3800
922,5048.226244,29401,65,30.0,56,0.0,4,2,3095
923,9830.337629,25965,253,15.0,59,0.0,1,2,6377
924,10883.78785,91123,138,32.0,70,3.0,8,1,6609
925,2792.009458,22426,76,9.0,31,1.0,1,2,1025
926,73225.95652,39547,202,11.0,21,0.0,2,2,8038
927,11160.07706,33232,94,21.0,81,0.0,2,1,6662
928,15014.0927,32961,190,13.0,53,0.0,3,1,7177
929,6978.719808,53808,88,26.0,91,0.0,7,2,4658
