,Unnamed: 0,customer lifetime value,income,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,total claim amount,month
1030,1030,5548.031892,67798,69,1.0,78,0.0,9,331.2,1
1031,1031,5332.615013,74837,66,9.0,18,0.0,7,376.502488,1
1032,1032,8341.929905,30344,107,29.0,79,0.0,9,342.832065,2
1033,1033,5936.344043,42889,74,31.0,18,0.0,7,177.321283,1
1035,1035,7706.036295,48019,64,15.0,94,0.0,2,137.665031,2
1037,1037,5924.667902,78387,74,5.0,1,0.0,6,204.090644,1
1039,1039,3694.647081,0,102,13.0,84,0.0,1,610.617285,2
1044,1044,2435.689035,32931,62,16.0,45,0.0,1,297.6,1
1047,1047,4881.299084,37998,61,26.0,27,0.0,7,292.8,2
1048,1048,2497.45507,24825,64,34.0,44,0.0,1,155.938593,2
1051,1051,2549.080421,52980,64,33.0,93,0.0,1,191.945693,2
1055,1055,5903.612641,55393,74,15.0,6,1.0,3,2.173552,1
1057,1057,23331.829,44719,66,6.0,55,0.0,2,316.8,1
1059,1059,4330.38602,60475,107,9.0,18,0.0,1,513.6,2
1061,1061,5544.909083,79619,71,3.0,34,3.0,6,280.89705,2
1063,1063,2759.618207,64388,69,12.0,51,0.0,1,331.2,1
1066,1066,5157.053124,43906,65,6.0,53,0.0,6,468.0,2
1068,1068,3208.919835,40135,80,29.0,70,0.0,1,78.008093,2
1069,1069,6921.973993,16483,90,14.0,68,0.0,9,320.519977,2
1072,1072,7285.030983,44788,61,6.0,48,0.0,2,386.031248,2
1074,1074,9048.983447,0,119,9.0,8,0.0,3,571.2,1
1081,1081,9672.701942,0,96,5.0,27,0.0,2,1120.677126,2
1082,1082,3403.919366,38460,88,15.0,1,1.0,1,91.55098,2
1084,1084,12168.74492,14973,115,2.0,75,0.0,2,828.0,2
1086,1086,4935.189986,29560,62,21.0,89,0.0,7,297.6,2
1089,1089,4175.945269,23060,109,13.0,25,3.0,1,731.350857,2
1090,1090,13235.54436,39778,112,23.0,49,0.0,2,806.4,2
1092,1092,3435.25008,64348,86,25.0,18,0.0,1,212.391975,1
1094,1094,4510.194071,44230,114,2.0,45,0.0,1,738.222494,2
1101,1101,9486.596417,42240,79,25.0,10,0.0,2,46.386546,1
1102,1102,3687.169374,0,99,5.0,68,1.0,1,378.261483,1
1104,1104,23747.46699,0,96,29.0,22,4.0,2,460.8,2
1105,1105,3618.686938,50755,91,21.0,25,0.0,1,436.8,2
1106,1106,30205.01297,0,89,7.0,4,0.0,2,469.359715,2
1107,1107,5583.575264,76927,138,2.0,46,0.0,1,114.743547,2
1108,1108,4841.057535,23449,61,33.0,2,0.0,8,292.8,2
1110,1110,8838.085637,82664,114,24.0,10,3.0,9,133.425609,1
1113,1113,6685.069081,56270,83,23.0,2,0.0,4,398.4,2
1117,1117,5029.296953,40113,67,2.0,43,3.0,5,262.047663,1
1118,1118,13432.00289,68956,118,12.0,8,2.0,2,118.538444,1
1119,1119,7879.928952,45703,98,17.0,36,0.0,9,470.4,1
1120,1120,6846.150323,0,95,13.0,20,0.0,5,456.0,1
1123,1123,9275.681452,52494,119,5.0,69,0.0,7,571.2,2
1126,1126,2552.913868,33124,67,35.0,7,0.0,1,80.119997,2
1129,1129,2518.743544,39317,64,22.0,46,0.0,1,77.695607,2
1136,1136,5048.226244,29401,65,30.0,56,0.0,4,312.0,2
1138,1138,10883.78785,91123,138,32.0,70,3.0,8,103.462381,1
1139,1139,2792.009458,22426,76,9.0,31,1.0,1,528.391284,2
1141,1141,11160.07706,33232,94,21.0,81,0.0,2,435.527845,1
1142,1142,15014.0927,32961,190,13.0,53,0.0,3,912.0,1
1143,1143,6978.719808,53808,88,26.0,91,0.0,7,189.835063,2
1144,1144,6273.911874,18577,86,21.0,76,0.0,6,412.8,2
1145,1145,7481.825592,61783,94,17.0,20,0.0,6,658.125874,1
1146,1146,5394.913017,29853,69,8.0,36,0.0,6,76.586018,2
1147,1147,2722.210707,17576,71,29.0,70,0.0,1,398.502948,2
1148,1148,23984.62144,79655,296,12.0,17,0.0,9,498.159874,1
1149,1149,2451.535793,48791,62,27.0,0,3.0,1,69.794432,2
1150,1150,4971.727892,49161,63,16.0,41,2.0,3,171.746945,2
1152,1152,7329.777554,59630,185,9.0,67,0.0,1,888.0,1
1154,1154,8560.162384,28120,112,7.0,52,0.0,3,537.6,1
1158,1158,20725.37773,15529,273,1.0,64,0.0,9,1965.6,2
1162,1162,11473.48149,66538,95,14.0,64,0.0,2,317.844812,1
1164,1164,26576.31541,87002,110,27.0,30,0.0,2,199.851173,2
1170,1170,13024.13012,0,125,6.0,61,0.0,2,900.0,1
1174,1174,4541.26342,0,65,15.0,85,2.0,4,312.0,1
1176,1176,9234.277026,0,134,29.0,43,0.0,6,643.2,2
1179,1179,8613.464627,26680,106,11.0,49,0.0,5,508.8,1
1186,1186,10979.09559,94827,135,5.0,64,0.0,4,354.729129,2
1188,1188,14962.37103,0,82,9.0,58,0.0,2,393.6,2
1189,1189,9752.698201,37345,82,27.0,12,0.0,2,31.652079,1
1190,1190,5505.167392,15648,73,29.0,68,1.0,5,413.269261,2
1191,1191,14741.76092,0,139,2.0,33,1.0,2,667.2,1
1192,1192,2258.793954,0,65,8.0,47,0.0,1,625.483498,1
1198,1198,13759.14695,16794,96,7.0,31,0.0,2,460.8,1
1200,1200,6310.400194,79880,79,22.0,68,1.0,7,568.8,1
1206,1206,5439.3601,69186,69,24.0,16,0.0,3,192.591072,2
1208,1208,14318.44839,22697,186,35.0,39,1.0,8,892.8,2
1216,1216,3055.70113,42406,77,15.0,49,0.0,1,108.871857,1
1217,1217,5365.54161,77095,68,22.0,59,1.0,4,461.841879,2
1218,1218,8287.679305,81367,103,2.0,32,0.0,4,415.768941,2
1219,1219,5953.352957,20283,77,7.0,17,0.0,3,369.6,1
1220,1220,6964.051797,0,95,19.0,41,1.0,9,629.647822,2
1221,1221,11302.60169,22361,95,15.0,42,0.0,2,530.667993,1
1222,1222,7647.451823,91512,189,6.0,86,0.0,1,907.2,2
1223,1223,9209.41167,31365,115,1.0,12,0.0,7,828.0,2
1229,1229,2452.059049,30216,63,18.0,74,0.0,1,302.4,2
1234,1234,8595.726399,76763,108,12.0,87,0.0,8,186.459607,1
1238,1238,3451.25106,45609,87,4.0,30,0.0,1,246.515921,2
1240,1240,8591.305411,0,128,4.0,24,0.0,6,1448.994134,1
1241,1241,5427.484591,74561,68,0.0,23,1.0,5,234.393625,2
1242,1242,2442.212317,0,69,7.0,10,0.0,1,331.2,2
1243,1243,4945.072236,78796,61,15.0,3,0.0,3,292.8,1
1244,1244,8355.774443,64502,70,22.0,49,0.0,2,39.336222,1
1245,1245,2841.443088,30473,72,20.0,35,0.0,1,450.080101,1
1246,1246,2674.07551,68787,66,7.0,64,0.0,1,105.379402,1
1248,1248,26453.93512,42961,83,24.0,16,0.0,2,398.4,2
1256,1256,3702.63121,33738,95,13.0,97,0.0,1,541.755353,1
1257,1257,5130.823951,12940,68,7.0,36,0.0,3,268.1726,1
1258,1258,2483.642397,50632,62,26.0,42,0.0,1,54.961039,2
1260,1260,8044.73072,44320,67,13.0,79,0.0,2,321.6,1
1262,1262,6288.156817,0,84,14.0,66,0.0,3,403.2,1
1266,1266,10382.38098,32821,129,35.0,40,0.0,4,25.89566,2
1267,1267,2491.317024,36631,62,30.0,77,0.0,1,67.530904,1
1269,1269,5421.04863,29981,71,4.0,9,0.0,3,340.8,1
1271,1271,2563.582441,0,69,11.0,60,0.0,1,331.2,1
1273,1273,5745.95924,51335,71,17.0,88,0.0,9,171.685669,2
1275,1275,7444.939419,0,114,21.0,41,0.0,4,863.861736,2
1277,1277,7957.630101,51125,67,3.0,67,0.0,2,430.29174,1
1281,1281,5392.499539,0,74,19.0,8,0.0,8,317.109447,1
1286,1286,7854.960831,25378,66,22.0,32,1.0,2,419.464143,1
1289,1289,5741.696078,45820,71,4.0,89,0.0,8,249.742856,2
1294,1294,12067.45599,0,116,14.0,35,0.0,2,1284.093173,1
1296,1296,3893.305281,26605,100,33.0,13,0.0,1,933.330936,1
1300,1300,2821.448707,0,81,21.0,78,0.0,1,583.2,1
1301,1301,4949.389491,0,134,15.0,3,0.0,1,964.8,2
1307,1307,5003.336664,0,66,12.0,20,1.0,4,445.19869,1
1308,1308,4398.047053,0,62,6.0,62,0.0,3,382.067564,2
1309,1309,8139.996817,0,108,10.0,42,0.0,6,518.4,1
1317,1317,5162.370678,0,74,33.0,92,0.0,4,582.420512,1
1324,1324,13094.60875,88249,108,9.0,71,0.0,2,244.803741,1
1327,1327,7602.663689,0,105,2.0,84,0.0,5,914.538629,2
1330,1330,3399.125502,28928,87,23.0,7,1.0,1,192.644347,2
1332,1332,7173.909404,75217,61,12.0,47,1.0,2,147.080303,2
1336,1336,22103.5072,0,102,35.0,48,0.0,2,489.6,1
1337,1337,11972.78231,0,186,0.0,67,2.0,5,1441.843837,2
1343,1343,4130.628776,28321,111,34.0,32,0.0,1,537.391704,2
1349,1349,23594.6802,76358,66,25.0,3,0.0,2,86.461582,1
1351,1351,5918.066128,77521,73,6.0,66,0.0,3,350.4,2
1354,1354,4127.495254,0,119,20.0,89,3.0,1,856.8,1
1358,1358,13171.01282,21513,119,21.0,81,1.0,2,679.827592,1
1359,1359,7600.034998,0,70,3.0,94,0.0,2,504.0,2
1360,1360,5067.635525,61067,64,20.0,0,1.0,3,86.309744,1
1361,1361,10498.92645,30352,89,21.0,13,0.0,2,146.110685,2
1362,1362,12504.49422,33746,106,29.0,23,0.0,2,508.8,1
1363,1363,9135.291575,95330,113,1.0,1,0.0,3,542.4,1
1368,1368,13220.80421,29504,117,24.0,90,0.0,2,809.039071,1
1374,1374,3450.328786,39248,87,27.0,22,0.0,1,386.765125,1
1376,1376,7822.304151,33963,99,10.0,3,0.0,4,222.626234,1
1380,1380,6636.859781,47274,83,32.0,26,1.0,5,182.432565,1
1381,1381,3436.448003,30509,88,15.0,76,0.0,1,442.964578,2
1385,1385,8238.45802,68261,102,11.0,81,0.0,4,84.097896,1
1389,1389,7285.103913,57134,91,6.0,6,1.0,8,436.8,1
1395,1395,9120.065162,63878,113,32.0,47,0.0,9,370.285349,2
1397,1397,7292.948758,0,65,6.0,45,0.0,2,312.0,2
1400,1400,15320.21872,36637,192,28.0,52,0.0,3,921.6,1
1403,1403,8929.611119,44329,112,25.0,58,0.0,3,537.6,1
1407,1407,6625.28717,41460,83,1.0,54,0.0,4,398.4,2
1410,1410,2113.85703,0,65,27.0,37,2.0,1,468.0,2
1411,1411,12383.5306,40602,105,14.0,84,0.0,2,459.895876,1
1413,1413,6473.32562,0,88,3.0,99,0.0,6,468.492761,1
1416,1416,2471.528431,95697,61,16.0,55,0.0,1,114.273025,1
1418,1418,2597.864075,49308,65,7.0,97,0.0,1,150.235884,2
1419,1419,8217.427595,84815,68,9.0,37,0.0,2,279.996658,1
1423,1423,5131.360525,50994,128,16.0,48,0.0,1,346.387342,2
1424,1424,10611.56172,0,96,29.0,5,0.0,2,949.953253,2
1427,1427,5759.011129,30968,74,10.0,89,1.0,8,45.425684,2
1434,1434,7583.962264,0,102,27.0,29,0.0,5,848.161322,2
1435,1435,6314.596813,0,87,15.0,46,0.0,6,417.6,1
1439,1439,5560.278162,0,74,29.0,52,0.0,8,65.953005,2
1442,1442,3748.14406,0,106,24.0,27,0.0,1,508.8,1
1443,1443,2255.312942,58289,62,18.0,92,4.0,1,297.6,1
1446,1446,3386.532195,0,92,18.0,79,0.0,1,571.593637,2
1448,1448,8072.245595,57938,101,6.0,36,0.0,3,282.458203,1
1449,1449,6323.923864,78532,78,25.0,87,0.0,3,374.4,1
1450,1450,6300.440231,29539,85,20.0,83,0.0,7,408.0,1
1451,1451,4012.319346,47221,99,8.0,79,0.0,1,475.2,1
1452,1452,4991.035369,54189,62,11.0,84,0.0,3,29.035528,1
1453,1453,8256.2978,62902,69,14.0,94,0.0,2,159.383042,1
1458,1458,2898.732747,0,96,5.0,7,4.0,1,691.2,1
1462,1462,3219.146148,45892,81,1.0,49,0.0,1,388.8,2
1463,1463,57520.50151,48367,161,10.0,34,0.0,2,772.8,1
1467,1467,9061.767848,37970,115,8.0,44,0.0,3,124.967415,1
1468,1468,2446.681538,44509,61,8.0,68,0.0,1,226.731454,1
1474,1474,3220.775528,19098,87,35.0,3,0.0,1,417.6,1
1475,1475,6039.020697,0,89,6.0,49,1.0,3,640.8,2
1476,1476,11318.13083,79270,95,28.0,61,3.0,2,456.0,1
1477,1477,7854.771821,36409,66,26.0,33,0.0,2,316.8,2
1478,1478,3885.456401,0,105,3.0,92,0.0,1,504.0,2
1479,1479,2316.796105,0,64,2.0,80,0.0,1,307.2,2
1481,1481,9238.305998,0,128,30.0,26,0.0,5,921.6,1
1482,1482,3289.547398,0,86,5.0,55,0.0,1,398.240791,1
1483,1483,4875.31604,10743,70,12.0,64,2.0,8,336.0,2
1484,1484,22658.53652,23665,67,19.0,50,0.0,2,404.817249,1
1486,1486,2491.257604,25965,65,23.0,27,0.0,1,329.206567,2
1490,1490,4362.931238,58842,110,6.0,74,0.0,1,528.0,1
1491,1491,2375.001798,47455,61,1.0,61,0.0,1,278.804991,2
1494,1494,3274.037562,83869,81,10.0,23,0.0,1,348.186032,2
1495,1495,8028.484649,0,74,26.0,84,0.0,2,532.8,1
1497,1497,7627.660848,93004,63,31.0,2,0.0,2,205.957043,1
1502,1502,4636.54647,26802,66,7.0,43,1.0,5,316.8,1
1503,1503,4061.997378,30061,104,4.0,22,0.0,1,499.2,1
1505,1505,9015.915395,0,130,32.0,38,0.0,4,936.0,1
1509,1509,10115.44622,63528,256,15.0,23,0.0,1,1228.8,1
1512,1512,7296.535053,18884,64,21.0,90,0.0,2,307.2,2
1513,1513,4475.424592,84903,111,7.0,63,0.0,1,497.126827,2
1515,1515,7200.566588,28245,62,0.0,16,0.0,2,297.6,2
1517,1517,5554.826011,52984,69,12.0,81,0.0,5,167.667603,1
1519,1519,7735.465528,0,101,11.0,34,0.0,3,563.284331,2
1520,1520,2522.41457,0,73,24.0,15,0.0,1,350.4,1
1522,1522,8257.014532,20072,70,26.0,34,0.0,2,487.814322,1
1524,1524,4260.33573,26991,119,34.0,65,0.0,1,856.8,2
1527,1527,8427.172486,46503,215,4.0,21,1.0,1,1032.0,2
1528,1528,8273.111579,0,116,6.0,78,0.0,3,509.513764,1
1530,1530,8876.667487,30525,115,24.0,35,0.0,3,368.022992,2
1531,1531,4229.923123,0,126,15.0,45,0.0,1,907.2,1
1532,1532,7930.602564,75988,67,0.0,40,0.0,2,200.54531,1
1534,1534,4428.038374,0,64,6.0,47,0.0,8,628.801638,1
1537,1537,3919.366722,66676,97,0.0,40,0.0,1,558.099357,1
1540,1540,7931.722181,23769,69,18.0,14,0.0,2,470.097411,2
1543,1543,8709.845263,41546,111,4.0,47,0.0,3,121.306839,2
1551,1551,3237.996209,60244,83,3.0,72,3.0,1,326.281835,1
1552,1552,2845.520933,86631,73,7.0,44,1.0,1,400.832857,2
1553,1553,6189.443994,99074,77,4.0,40,1.0,9,208.38907,1
1554,1554,36695.90627,0,199,7.0,93,0.0,2,1062.090461,1
1555,1555,24543.19862,68297,212,6.0,42,3.0,2,1272.487601,1
1556,1556,8145.985919,62534,68,10.0,1,0.0,2,326.4,1
1557,1557,2674.730716,56342,69,12.0,89,0.0,1,331.2,2
1562,1562,4697.152892,0,67,10.0,75,0.0,7,482.4,1
1563,1563,4911.115538,33700,62,26.0,72,0.0,3,274.114843,1
1568,1568,4665.245047,0,68,16.0,35,1.0,3,326.4,2
1569,1569,8714.922135,0,118,14.0,64,0.0,4,566.4,2
1572,1572,2551.226692,79751,63,15.0,67,0.0,1,392.235698,1
1573,1573,5553.801956,26441,71,16.0,28,0.0,5,152.216871,1
1577,1577,3636.943738,34986,91,7.0,75,0.0,1,73.839514,1
1580,1580,11431.73089,28657,100,4.0,55,0.0,2,588.742251,1
1589,1589,33718.8424,27500,114,25.0,47,0.0,2,472.280461,1
1592,1592,26197.41498,18495,113,10.0,15,0.0,2,542.4,1
1594,1594,17288.55405,0,158,3.0,10,0.0,2,758.4,2
1595,1595,2716.190293,0,95,14.0,81,5.0,1,619.267164,1
1596,1596,4890.1093,0,68,21.0,59,0.0,7,689.282166,1
1601,1601,9902.392683,0,133,4.0,58,0.0,8,945.169882,2
1603,1603,4558.498445,0,65,24.0,93,0.0,9,312.0,2
1605,1605,3801.282266,40513,96,21.0,37,1.0,1,151.589577,2
1606,1606,22658.53652,23665,67,19.0,50,0.0,2,404.817249,1
1610,1610,12157.32992,57449,103,6.0,28,0.0,2,494.4,2
1611,1611,17788.05705,73339,89,34.0,13,0.0,2,17.558721,2
1614,1614,2217.664193,0,65,11.0,69,0.0,1,111.872115,2
1617,1617,7630.346461,0,111,21.0,20,0.0,8,799.2,1
1621,1621,5395.831967,70051,68,15.0,69,0.0,8,42.078345,2
1624,1624,2482.38724,0,71,13.0,50,0.0,1,511.2,1
1630,1630,3703.437656,23120,93,5.0,87,0.0,1,446.4,2
1631,1631,12023.75062,28879,106,6.0,9,0.0,2,763.2,1
1632,1632,5237.477743,33554,131,25.0,36,0.0,1,934.656068,1
1637,1637,2556.674379,0,71,17.0,22,0.0,1,340.8,1
1639,1639,2787.423683,38667,72,8.0,67,0.0,1,159.266473,1
1640,1640,9624.938903,0,134,26.0,88,0.0,4,964.8,1
1641,1641,6269.592055,61040,78,21.0,9,0.0,9,391.942636,1
1644,1644,5097.763337,0,74,3.0,95,0.0,7,532.8,2
1645,1645,9129.872774,70973,114,6.0,24,1.0,3,547.2,2
1647,1647,11085.87709,69090,139,24.0,11,0.0,5,387.222556,1
1649,1649,4196.652176,0,64,35.0,75,1.0,7,774.737185,2
1650,1650,6889.518761,33786,89,15.0,94,1.0,3,75.110004,1
1651,1651,11280.72641,45743,96,15.0,81,0.0,2,673.780804,2
1656,1656,4128.385865,95891,102,3.0,13,0.0,1,34.235959,1
1657,1657,8253.266591,62375,103,35.0,71,1.0,3,411.228571,1
1665,1665,5678.050167,0,76,8.0,44,0.0,3,364.8,1
1671,1671,5354.612433,29445,68,0.0,31,0.0,9,334.015169,1
1672,1672,8930.139728,0,82,25.0,63,0.0,2,554.522969,2
1674,1674,12687.15484,63918,64,4.0,14,0.0,2,307.2,2
1676,1676,18572.01022,51294,116,19.0,45,0.0,2,113.237624,2
1684,1684,7334.328083,87957,61,31.0,63,0.0,2,308.321335,1
1686,1686,7285.030983,44788,61,6.0,48,0.0,2,386.031248,2
1691,1691,16702.69914,0,72,34.0,46,0.0,2,345.6,1
1695,1695,2945.998877,89410,74,11.0,50,0.0,1,95.997363,2
1697,1697,30061.69259,48258,249,12.0,86,0.0,2,1195.2,1
1699,1699,16798.85832,55269,71,32.0,15,0.0,2,340.8,2
1700,1700,7341.741414,88049,92,5.0,38,0.0,8,567.065802,2
1701,1701,3713.790822,81190,92,9.0,87,0.0,1,356.563616,1
1704,1704,4686.469674,58089,118,31.0,83,0.0,1,566.4,2
1710,1710,2971.919417,83873,76,5.0,36,1.0,1,218.374041,1
1719,1719,7234.142952,86448,90,25.0,79,0.0,6,59.853369,2
1720,1720,35227.29912,23031,148,26.0,76,0.0,2,710.4,2
1737,1737,5035.744643,72672,63,7.0,39,0.0,5,259.361117,1
1739,1739,4825.258632,0,71,8.0,30,0.0,8,511.2,1
1740,1740,8723.667123,33291,73,30.0,2,1.0,2,172.226165,1
1744,1744,9075.768214,37722,116,8.0,23,0.0,8,158.077504,1
1748,1748,2637.148672,50512,67,19.0,16,0.0,1,351.403677,1
1752,1752,19837.30548,0,67,22.0,0,1.0,2,321.6,2
1754,1754,6274.123875,68964,78,15.0,6,0.0,3,115.086827,1
1759,1759,9837.507586,55099,122,33.0,86,0.0,3,260.265417,2
1760,1760,3624.901612,37843,92,2.0,17,0.0,1,354.455466,1
1762,1762,2523.959554,16244,68,4.0,85,0.0,1,623.223617,2
1766,1766,2311.118403,0,68,0.0,45,0.0,1,489.6,1
1768,1768,4821.213012,63391,64,28.0,48,4.0,3,119.587974,1
1769,1769,2648.471057,26540,69,15.0,4,0.0,1,378.432035,1
1772,1772,4101.935985,0,115,1.0,34,0.0,1,552.0,1
1774,1774,5420.339434,21881,69,9.0,27,0.0,5,133.099001,2
1776,1776,7183.071115,14390,65,16.0,4,0.0,2,402.778867,1
1777,1777,3590.693623,82918,89,28.0,50,0.0,1,29.828668,1
1779,1779,9159.005771,96331,114,33.0,38,0.0,9,491.027024,2
1780,1780,5759.91084,85448,72,16.0,76,0.0,3,16.03451,1
1785,1785,5577.669457,11097,73,26.0,50,0.0,4,350.4,1
1788,1788,8382.478392,25998,71,16.0,38,0.0,2,791.878042,1
1790,1790,4909.844198,61402,62,1.0,69,0.0,3,252.157829,2
1792,1792,4940.940943,0,71,22.0,57,0.0,9,511.750971,1
1793,1793,4953.086407,21385,127,14.0,37,0.0,1,609.6,2
1794,1794,3433.82408,85367,85,27.0,20,0.0,1,67.975243,2
1798,1798,8417.102804,31756,107,1.0,97,0.0,3,415.850776,1
1800,1800,7457.468107,0,69,15.0,73,0.0,2,678.209827,1
1805,1805,7244.497284,0,103,1.0,51,0.0,3,494.4,1
1807,1807,18089.79629,68568,223,5.0,28,1.0,6,1070.4,2
1808,1808,6846.150323,0,95,13.0,20,0.0,5,456.0,1
1809,1809,7840.165778,58414,210,7.0,24,2.0,1,1008.0,1
1812,1812,4117.4697,86101,102,4.0,73,0.0,1,344.736945,1
1813,1813,4636.54647,26802,66,7.0,43,1.0,5,316.8,1
1814,1814,2790.682957,53882,69,14.0,33,0.0,1,331.2,2
1818,1818,7247.736708,23541,62,12.0,38,0.0,2,98.923871,1
1819,1819,5419.45812,73536,67,29.0,27,0.0,6,172.518524,1
1822,1822,7547.762822,0,102,34.0,37,0.0,3,489.6,2
1825,1825,3286.171949,60934,82,15.0,64,0.0,1,393.6,2
1826,1826,10408.96865,20228,101,3.0,43,1.0,2,523.815839,2
1827,1827,10189.65429,0,101,15.0,90,0.0,2,727.2,1
1828,1828,13104.14911,0,130,7.0,31,0.0,2,1430.548077,2
1832,1832,4942.630606,23285,65,30.0,22,0.0,7,118.446235,1
1833,1833,26413.54751,24631,83,25.0,87,1.0,2,398.4,2
1834,1834,9567.711298,81410,119,8.0,86,0.0,7,221.188327,1
1836,1836,2459.171724,21190,65,24.0,68,2.0,1,312.0,1
1837,1837,5317.807221,74092,67,17.0,72,0.0,3,321.6,1
1839,1839,4250.775183,27608,108,30.0,89,0.0,1,308.953614,2
1841,1841,4369.697742,40774,110,28.0,59,1.0,1,394.968488,2
1842,1842,5015.009472,48567,130,12.0,15,0.0,1,624.0,2
1843,1843,11121.62179,44299,106,25.0,76,5.0,2,754.260616,2
1844,1844,2487.777024,69236,63,31.0,83,1.0,1,110.868874,2
1847,1847,20936.33105,20309,181,5.0,12,0.0,2,1579.854155,2
1848,1848,5332.462694,68931,66,32.0,30,0.0,7,309.577946,2
1849,1849,9407.452895,31485,118,17.0,79,0.0,6,294.905685,1
1853,1853,2034.993043,0,62,29.0,59,2.0,1,446.4,1
1857,1857,5780.182197,51066,74,23.0,0,0.0,8,787.993313,2
1860,1860,16979.79757,35095,73,25.0,56,0.0,2,525.6,1
1862,1862,5712.380598,24882,72,13.0,20,0.0,8,345.6,1
1865,1865,5555.830205,74015,72,12.0,61,0.0,6,471.443077,2
1866,1866,11638.89947,25370,102,10.0,77,0.0,2,489.6,1
1867,1867,7627.431532,60479,96,1.0,44,0.0,3,85.155359,2
1879,1879,8256.2978,62902,69,14.0,94,0.0,2,159.383042,1
1885,1885,22399.12944,78494,69,21.0,53,0.0,2,78.189401,1
1888,1888,2203.439795,0,72,33.0,6,2.0,1,518.715288,2
1890,1890,4369.595738,91775,108,9.0,35,0.0,1,256.893746,2
1892,1892,5838.89915,81082,73,5.0,85,0.0,4,281.295903,1
1895,1895,7212.143863,75891,61,1.0,5,0.0,2,61.285525,1
1896,1896,11833.76732,16552,103,23.0,53,0.0,2,494.4,1
1902,1902,14808.05624,41440,62,20.0,80,1.0,2,297.6,2
1907,1907,4458.113369,17622,65,1.0,36,1.0,3,312.0,1
1908,1908,5794.565797,70524,73,18.0,5,0.0,4,350.4,1
1912,1912,12174.58958,88184,104,5.0,97,3.0,2,240.176533,1
1913,1913,2413.888405,0,68,6.0,35,0.0,1,379.209349,1
1914,1914,8427.723769,20662,72,10.0,99,0.0,2,373.324673,2
1918,1918,3112.049841,33046,79,14.0,26,0.0,1,181.538354,2
1923,1923,8923.113112,0,125,22.0,80,0.0,9,900.0,1
1925,1925,5687.897911,99747,72,28.0,87,0.0,5,61.536107,1
1929,1929,2855.687705,99612,70,14.0,20,0.0,1,336.0,1
1934,1934,5527.988928,0,72,4.0,72,0.0,7,345.6,2
1936,1936,8935.274872,63326,225,5.0,99,0.0,1,1080.0,2
1937,1937,5548.031892,67798,69,1.0,78,0.0,9,331.2,1
1940,1940,2189.642522,0,61,5.0,46,3.0,1,292.8,1
1943,1943,3954.344534,18375,103,8.0,50,0.0,1,535.080276,2
1944,1944,5597.12496,37995,139,16.0,50,0.0,1,667.2,1
1945,1945,2477.708203,44280,62,25.0,3,0.0,1,130.298883,2
1946,1946,6637.228238,0,92,4.0,83,2.0,3,662.4,2
1948,1948,8434.119038,27694,108,3.0,3,0.0,7,741.850171,1
1952,1952,3703.404606,0,109,22.0,5,0.0,1,784.8,1
1953,1953,8622.835375,97361,73,6.0,85,0.0,2,350.4,2
1955,1955,22940.38215,52993,64,16.0,86,0.0,2,304.699889,1
1956,1956,18211.14319,53690,154,20.0,97,0.0,2,739.2,2
1958,1958,17223.06591,22346,64,7.0,44,0.0,2,307.2,1
1959,1959,4029.723325,93621,100,16.0,20,0.0,1,59.860273,2
1962,1962,15363.84716,15897,101,30.0,99,0.0,2,303.148399,1
1963,1963,2668.731444,52344,66,4.0,7,0.0,1,182.607687,2
1965,1965,21151.2328,48642,77,23.0,69,0.0,2,92.307736,2
1967,1967,3107.568648,0,94,34.0,59,4.0,1,451.2,1
1969,1969,8382.630118,19683,117,17.0,41,1.0,9,561.6,2
1970,1970,9277.472901,97729,115,4.0,48,1.0,7,221.047584,1
1972,1972,8819.018934,99845,110,23.0,25,1.0,8,528.0,1
1975,1975,9227.567263,0,129,15.0,42,0.0,3,619.2,1
1979,1979,7582.113842,64801,64,23.0,19,0.0,2,268.471802,2
1980,1980,4652.886703,0,64,5.0,18,1.0,6,307.2,2
1985,1985,8509.850887,26057,74,3.0,63,0.0,2,523.888845,1
1986,1986,2978.84601,64586,76,3.0,17,0.0,1,206.837111,1
1988,1988,5126.54272,33169,128,33.0,14,0.0,1,614.4,1
1989,1989,3210.417377,0,88,3.0,8,0.0,1,325.917598,1
1997,1997,10346.11154,55906,86,26.0,3,0.0,2,58.469264,2
1998,1998,13770.97618,59207,116,23.0,21,0.0,2,556.8,2
1999,1999,25401.51859,36800,91,20.0,18,0.0,2,236.63519,2
2000,2000,3274.194616,31686,81,11.0,33,0.0,1,430.994107,1
2005,2005,2533.796807,0,71,11.0,77,0.0,1,517.056582,1
2006,2006,9002.409572,76184,111,23.0,19,0.0,3,532.8,2
2007,2007,9118.928908,33882,114,22.0,39,0.0,6,272.835064,2
2008,2008,6010.502178,49311,74,25.0,85,0.0,3,355.2,1
2019,2019,5260.921627,60101,66,34.0,74,0.0,3,1.332349,2
2023,2023,7985.14214,52339,70,7.0,55,3.0,2,336.0,2
2026,2026,7996.00748,93459,99,9.0,85,0.0,5,655.41333,1
2027,2027,11009.13049,51643,283,16.0,43,0.0,1,1358.4,1
2029,2029,5792.666316,87382,72,26.0,65,0.0,5,345.6,1
2030,2030,2538.62632,18608,71,13.0,24,0.0,1,340.8,2
2031,2031,15485.80378,72026,191,22.0,72,0.0,6,554.926724,1
