,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,month
128,AZ38648,Washington,11981.98481,Yes,Basic,Master,2011-01-20,Retired,F,21514,Urban,Married,62,0.0,59,0.0,2,Personal Auto,Personal L3,Offer1,Agent,257.248789,Two-Door Car,Medsize,1
129,AV76907,Oregon,4282.947971,Yes,Basic,College,2011-02-26,Employed,F,40864,Rural,Married,109,16.0,70,1.0,1,Personal Auto,Personal L3,Offer1,Agent,166.937747,SUV,Medsize,2
130,ER97256,Arizona,5380.898636,Yes,Basic,College,2011-02-24,Employed,F,55350,Suburban,Married,67,0.0,13,0.0,9,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize,2
131,CJ97736,Oregon,5828.1822,No,Basic,College,2011-02-16,Employed,F,31364,Suburban,Married,74,28.0,47,0.0,3,Personal Auto,Personal L3,Offer2,Web,461.269135,Four-Door Car,Small,2
132,AZ64856,California,5048.051359,No,Extended,High School or Below,2011-02-17,Employed,F,34452,Suburban,Married,126,2.0,51,0.0,1,Personal Auto,Personal L1,Offer4,Agent,604.8,SUV,Large,2
133,SA88518,Oregon,7737.265103,No,Basic,College,2011-01-19,Employed,F,50296,Rural,Married,65,26.0,62,1.0,2,Personal Auto,Personal L2,Offer1,Call Center,46.804,Two-Door Car,Medsize,1
134,ED61615,California,7950.178237,No,Basic,High School or Below,2011-01-21,Employed,M,26189,Suburban,Single,69,6.0,42,0.0,2,Personal Auto,Personal L2,Offer3,Agent,331.2,Four-Door Car,Small,1
135,MW48891,Washington,8007.399376,Yes,Basic,High School or Below,2011-01-02,Unemployed,F,0,Suburban,Divorced,112,12.0,93,0.0,3,Personal Auto,Personal L3,Offer1,Web,537.6,Sports Car,Medsize,1
136,DB26077,Arizona,4873.436612,No,Extended,High School or Below,2011-01-05,Retired,F,18866,Suburban,Married,126,4.0,62,0.0,1,Personal Auto,Personal L2,Offer3,Call Center,604.8,SUV,Medsize,1
137,RL31641,Oregon,2252.416825,No,Basic,College,2011-01-29,Unemployed,F,0,Suburban,Single,65,13.0,84,0.0,1,Personal Auto,Personal L3,Offer3,Web,468.0,Two-Door Car,Medsize,1
138,KX55910,Oregon,4957.033603,No,Basic,College,2011-01-15,Employed,F,62803,Suburban,Married,62,16.0,12,0.0,5,Personal Auto,Personal L3,Offer2,Web,400.959425,Two-Door Car,Small,1
139,PJ86059,Oregon,2655.864573,No,Basic,High School or Below,2011-01-04,Employed,F,83460,Suburban,Divorced,66,20.0,18,0.0,1,Corporate Auto,Corporate L2,Offer2,Call Center,443.44552,Four-Door Car,Medsize,1
140,QB47024,Washington,5898.733666,No,Extended,Bachelor,2011-02-17,Employed,F,53998,Suburban,Divorced,78,5.0,38,5.0,8,Personal Auto,Personal L3,Offer1,Call Center,414.519064,Four-Door Car,Medsize,2
141,LG64797,California,17723.76398,No,Extended,College,2011-02-18,Employed,F,25771,Suburban,Married,222,21.0,58,0.0,4,Personal Auto,Personal L1,Offer1,Branch,1253.984948,Luxury SUV,Medsize,2
142,OO63074,California,4517.908834,No,Basic,Bachelor,2011-02-09,Medical Leave,F,25261,Suburban,Married,118,31.0,9,0.0,1,Personal Auto,Personal L3,Offer4,Branch,566.4,SUV,Medsize,2
143,JL70559,Arizona,5310.861767,No,Basic,College,2011-02-02,Unemployed,F,0,Suburban,Married,72,17.0,11,1.0,3,Personal Auto,Personal L1,Offer1,Branch,345.6,Four-Door Car,Small,2
144,TW73441,Nevada,2773.455358,No,Basic,High School or Below,2011-01-26,Employed,F,73478,Urban,Married,68,2.0,38,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,241.88878,Four-Door Car,Medsize,1
145,PZ47901,Arizona,5504.139033,Yes,Basic,Bachelor,2011-02-08,Unemployed,F,0,Suburban,Married,73,18.0,45,0.0,5,Corporate Auto,Corporate L3,Offer1,Call Center,350.4,Four-Door Car,Medsize,2
146,YN39714,Oregon,8488.561363,No,Basic,High School or Below,2011-01-04,Employed,F,80213,Suburban,Married,70,12.0,17,0.0,2,Personal Auto,Personal L3,Offer1,Branch,440.268527,Two-Door Car,Medsize,1
147,HX74855,Washington,2471.528431,Yes,Basic,High School or Below,2011-01-15,Employed,M,95697,Rural,Married,61,16.0,55,0.0,1,Personal Auto,Personal L3,Offer2,Agent,114.273025,Two-Door Car,Medsize,1
148,CV40610,California,12313.16484,No,Premium,College,2011-01-17,Unemployed,M,0,Suburban,Single,116,7.0,57,0.0,2,Personal Auto,Personal L1,Offer1,Call Center,835.2,Two-Door Car,Medsize,1
149,MV69686,Oregon,3982.180708,No,Extended,Doctor,2011-01-03,Employed,F,38500,Urban,Married,99,26.0,49,1.0,1,Corporate Auto,Corporate L2,Offer1,Agent,423.286512,Four-Door Car,Large,1
150,IB67546,California,8237.037945,No,Basic,Bachelor,2011-01-17,Medical Leave,F,23940,Suburban,Married,107,13.0,34,0.0,7,Personal Auto,Personal L3,Offer1,Call Center,513.6,SUV,Small,1
151,OZ41737,Oregon,5366.779081,No,Basic,Doctor,2011-02-22,Unemployed,F,0,Urban,Married,70,5.0,29,0.0,4,Personal Auto,Personal L2,Offer1,Agent,223.174067,Four-Door Car,Large,2
152,DQ19343,California,5583.068307,No,Basic,High School or Below,2011-02-22,Employed,F,57925,Urban,Single,72,33.0,13,1.0,3,Corporate Auto,Corporate L2,Offer1,Agent,204.620759,Two-Door Car,Medsize,2
153,IG89777,California,7356.559341,No,Extended,High School or Below,2011-01-09,Employed,M,81145,Urban,Married,92,34.0,92,0.0,8,Corporate Auto,Corporate L2,Offer2,Call Center,321.060571,Two-Door Car,Large,1
154,SH48087,California,10144.3094,No,Extended,College,2011-01-29,Medical Leave,F,27231,Suburban,Married,88,0.0,7,0.0,2,Personal Auto,Personal L2,Offer1,Branch,422.4,Four-Door Car,Medsize,1
155,FL82372,Oregon,8672.194272,No,Basic,College,2011-01-26,Employed,F,22547,Suburban,Divorced,112,7.0,60,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,537.6,SUV,Medsize,1
156,WJ57919,California,2674.730716,Yes,Basic,College,2011-02-15,Employed,M,56342,Suburban,Single,69,12.0,89,0.0,1,Special Auto,Special L3,Offer2,Call Center,331.2,Four-Door Car,Small,2
157,CI60365,California,34611.37896,Yes,Basic,High School or Below,2011-01-14,Employed,F,20090,Suburban,Married,109,10.0,59,0.0,2,Special Auto,Special L3,Offer2,Agent,523.2,Sports Car,Medsize,1
158,DR84620,California,8071.334962,No,Basic,Bachelor,2011-02-07,Employed,M,72149,Rural,Married,101,18.0,43,0.0,6,Personal Auto,Personal L2,Offer2,Call Center,69.310166,SUV,Medsize,2
159,AF41118,California,7255.714453,No,Extended,College,2011-01-05,Medical Leave,M,10710,Suburban,Married,94,12.0,33,0.0,7,Personal Auto,Personal L2,Offer1,Branch,451.2,Two-Door Car,Small,1
160,QQ25666,Arizona,14510.7505,No,Basic,High School or Below,2011-01-25,Employed,M,60120,Urban,Married,182,30.0,21,0.0,6,Personal Auto,Personal L3,Offer2,Branch,716.469391,Luxury Car,Medsize,1
161,OK31456,California,11009.13049,Yes,Premium,Bachelor,2011-01-24,Employed,F,51643,Suburban,Single,283,16.0,43,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,1358.4,Luxury Car,Medsize,1
162,YU79270,Arizona,4633.336334,No,Basic,College,2011-01-15,Medical Leave,M,27132,Suburban,Single,63,32.0,59,1.0,4,Personal Auto,Personal L1,Offer1,Branch,302.4,Four-Door Car,Medsize,1
163,WK18603,California,5272.518472,No,Basic,Doctor,2011-02-18,Employed,M,85607,Rural,Single,66,26.0,1,0.0,3,Personal Auto,Personal L2,Offer2,Agent,67.647131,Four-Door Car,Medsize,2
164,JK90180,Arizona,4340.086445,No,Basic,College,2011-01-06,Unemployed,M,0,Suburban,Single,62,22.0,39,0.0,6,Personal Auto,Personal L2,Offer3,Branch,446.4,Four-Door Car,Medsize,1
165,KC22636,California,5488.931031,No,Basic,High School or Below,2011-02-17,Employed,F,33881,Rural,Married,68,11.0,83,0.0,9,Personal Auto,Personal L3,Offer2,Web,65.659137,Four-Door Car,Large,2
166,SO43919,California,14228.23432,No,Extended,Bachelor,2011-01-16,Employed,M,31650,Suburban,Married,121,25.0,17,0.0,2,Personal Auto,Personal L3,Offer1,Branch,580.8,SUV,Medsize,1
167,NE29938,California,12840.43291,No,Extended,College,2011-02-03,Unemployed,F,0,Suburban,Single,90,1.0,94,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,648.0,Two-Door Car,Large,2
168,WW30771,Arizona,2673.319593,No,Basic,Master,2011-02-13,Employed,M,28728,Suburban,Married,67,8.0,10,0.0,1,Personal Auto,Personal L3,Offer4,Branch,321.6,Four-Door Car,Small,2
169,BL29046,Oregon,5332.462694,Yes,Basic,Doctor,2011-02-22,Employed,F,68931,Urban,Married,66,32.0,30,0.0,7,Corporate Auto,Corporate L2,Offer2,Branch,309.577946,Four-Door Car,Medsize,2
170,LN50325,Arizona,10064.60828,No,Extended,High School or Below,2011-02-03,Employed,F,20440,Suburban,Married,128,11.0,54,2.0,9,Corporate Auto,Corporate L3,Offer3,Branch,614.4,Sports Car,Medsize,2
171,VQ65197,California,8197.197078,No,Basic,College,2011-01-06,Unemployed,F,0,Suburban,Married,110,27.0,87,0.0,3,Personal Auto,Personal L3,Offer2,Agent,528.0,SUV,Medsize,1
172,VQ97965,Oregon,3514.212939,No,Extended,Bachelor,2011-02-23,Employed,F,73643,Rural,Single,89,2.0,2,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,147.486454,Four-Door Car,Medsize,2
173,SZ70655,California,4293.009593,No,Basic,College,2011-01-31,Unemployed,F,0,Suburban,Single,61,18.0,15,0.0,8,Corporate Auto,Corporate L3,Offer1,Agent,292.8,Two-Door Car,Large,1
174,QP69826,Arizona,3567.503755,Yes,Basic,Bachelor,2011-01-07,Unemployed,M,0,Suburban,Married,102,28.0,11,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,660.430456,SUV,Medsize,1
175,CP92616,Nevada,46805.22306,No,Extended,High School or Below,2011-02-25,Employed,M,83006,Urban,Married,235,8.0,61,1.0,2,Personal Auto,Personal L1,Offer3,Agent,1065.049894,Luxury SUV,Small,2
176,NX37589,Washington,2666.976685,No,Basic,Bachelor,2011-02-08,Employed,F,79251,Suburban,Married,67,10.0,32,1.0,1,Personal Auto,Personal L3,Offer2,Web,321.6,Four-Door Car,Medsize,2
177,UT21323,California,13057.01188,No,Basic,College,2011-02-13,Unemployed,M,0,Suburban,Single,190,9.0,67,0.0,7,Personal Auto,Personal L3,Offer3,Branch,1833.182529,Luxury SUV,Small,2
178,CM78608,California,5823.162917,No,Basic,High School or Below,2011-01-31,Employed,F,88359,Rural,Divorced,73,1.0,49,0.0,9,Personal Auto,Personal L3,Offer2,Call Center,35.915639,Two-Door Car,Medsize,1
179,GU41198,California,9536.338382,No,Extended,Bachelor,2011-01-07,Employed,F,62421,Suburban,Divorced,80,22.0,50,2.0,2,Corporate Auto,Corporate L3,Offer1,Call Center,384.0,Four-Door Car,Medsize,1
180,YB42706,Nevada,8107.26533,No,Extended,College,2011-01-23,Unemployed,M,0,Suburban,Married,76,0.0,91,0.0,2,Corporate Auto,Corporate L1,Offer3,Branch,364.8,Two-Door Car,Small,1
181,UX91266,California,3484.141641,No,Extended,Bachelor,2011-01-10,Employed,M,34307,Rural,Divorced,92,33.0,62,2.0,1,Personal Auto,Personal L3,Offer1,Call Center,186.025014,Four-Door Car,Medsize,1
182,WO53546,Oregon,34039.05613,No,Basic,College,2011-01-28,Unemployed,M,0,Suburban,Divorced,104,26.0,66,0.0,2,Personal Auto,Personal L3,Offer2,Agent,499.2,Sports Car,Medsize,1
183,ZX85480,Washington,7995.441263,No,Basic,High School or Below,2011-01-02,Employed,F,66685,Rural,Married,67,35.0,50,2.0,2,Personal Auto,Personal L2,Offer2,Call Center,38.763897,Two-Door Car,Large,1
184,NS57426,Arizona,11611.94584,No,Extended,Bachelor,2011-02-11,Employed,M,28915,Suburban,Single,76,10.0,49,0.0,2,Personal Auto,Personal L3,Offer4,Web,364.8,Four-Door Car,Medsize,2
185,QJ22057,Nevada,4454.104455,No,Basic,College,2011-02-22,Unemployed,F,0,Suburban,Single,68,5.0,72,1.0,3,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,Large,2
186,FZ79470,Arizona,5395.346288,No,Basic,Bachelor,2011-02-24,Unemployed,F,0,Suburban,Married,74,13.0,30,0.0,4,Personal Auto,Personal L2,Offer3,Web,355.2,Four-Door Car,Medsize,2
187,EM29019,Arizona,8447.888167,No,Basic,Bachelor,2011-02-18,Employed,F,61337,Rural,Married,105,35.0,46,0.0,9,Personal Auto,Personal L2,Offer1,Call Center,2.54009,SUV,Medsize,2
188,VE64781,Arizona,2927.07045,No,Basic,Bachelor,2011-02-14,Employed,F,75685,Suburban,Married,73,35.0,47,0.0,1,Personal Auto,Personal L3,Offer2,Agent,369.918482,Four-Door Car,Small,2
189,ZS94723,Arizona,2960.029328,No,Extended,High School or Below,2011-02-05,Unemployed,F,0,Suburban,Single,82,0.0,28,0.0,1,Personal Auto,Personal L2,Offer1,Agent,590.4,Four-Door Car,Medsize,2
190,UB51030,Washington,6582.450781,No,Basic,High School or Below,2011-02-15,Unemployed,F,0,Suburban,Single,62,3.0,44,0.0,2,Special Auto,Special L3,Offer1,Agent,297.6,Four-Door Car,Medsize,2
191,IE36279,California,2844.849804,No,Basic,Bachelor,2011-02-06,Employed,M,80306,Suburban,Divorced,71,11.0,12,0.0,1,Corporate Auto,Corporate L1,Offer3,Call Center,340.8,Two-Door Car,Medsize,2
192,BW80872,Washington,4434.411172,No,Premium,High School or Below,2011-01-13,Employed,M,34549,Rural,Married,111,8.0,78,0.0,1,Personal Auto,Personal L2,Offer2,Web,125.933005,Four-Door Car,Medsize,1
193,XQ51968,California,5568.947534,Yes,Extended,High School or Below,2011-01-01,Unemployed,M,0,Suburban,Single,79,21.0,53,1.0,7,Corporate Auto,Corporate L3,Offer1,Agent,407.440238,Two-Door Car,Medsize,1
194,EP29567,Washington,7031.463693,No,Extended,Master,2011-01-24,Retired,M,16224,Suburban,Married,93,13.0,55,0.0,9,Corporate Auto,Corporate L1,Offer3,Web,498.452698,Four-Door Car,Medsize,1
195,AX70794,California,2449.31771,No,Basic,High School or Below,2011-02-04,Employed,M,47122,Suburban,Single,62,6.0,77,0.0,1,Personal Auto,Personal L2,Offer2,Branch,297.6,Two-Door Car,Medsize,2
196,NJ46849,Arizona,2504.444752,No,Basic,College,2011-01-09,Unemployed,M,0,Suburban,Single,69,23.0,15,0.0,1,Personal Auto,Personal L2,Offer2,Branch,496.8,Four-Door Car,Medsize,1
197,WH20102,California,9095.049868,Yes,Basic,College,2011-01-11,Employed,M,37937,Suburban,Married,116,11.0,42,0.0,5,Personal Auto,Personal L2,Offer2,Call Center,556.8,SUV,Medsize,1
198,QO86948,Nevada,8071.65295,No,Basic,High School or Below,2011-02-18,Unemployed,M,0,Suburban,Single,112,3.0,84,0.0,7,Personal Auto,Personal L3,Offer1,Web,806.4,SUV,Small,2
199,DN14211,Oregon,15032.9003,No,Basic,College,2011-01-17,Medical Leave,M,17150,Suburban,Married,65,28.0,19,0.0,2,Personal Auto,Personal L2,Offer1,Agent,689.800891,Two-Door Car,Medsize,1
200,GL66847,Arizona,8256.2978,Yes,Basic,Bachelor,2011-01-25,Employed,F,62902,Rural,Married,69,14.0,94,0.0,2,Personal Auto,Personal L3,Offer2,Web,159.383042,Two-Door Car,Medsize,1
201,YJ16163,Oregon,11009.13049,Yes,Premium,Bachelor,2011-01-24,Employed,F,51643,Suburban,Single,283,16.0,43,0.0,1,Special Auto,Special L3,Offer2,Agent,1358.4,Luxury Car,Medsize,1
202,QT27514,California,5318.89664,Yes,Basic,Bachelor,2011-01-12,Employed,F,25134,Suburban,Married,67,3.0,0,0.0,6,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Small,1
203,QF17381,Arizona,4733.507343,No,Basic,Bachelor,2011-01-06,Unemployed,F,0,Suburban,Married,62,5.0,41,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,740.838216,Four-Door Car,Small,1
204,BL90769,California,33473.34946,Yes,Basic,Bachelor,2011-01-11,Employed,F,33190,Suburban,Divorced,106,18.0,95,0.0,2,Personal Auto,Personal L3,Offer1,Web,508.8,SUV,Medsize,1
205,LH26563,Oregon,4550.856045,No,Premium,High School or Below,2011-02-08,Disabled,F,17913,Suburban,Married,116,0.0,39,0.0,1,Personal Auto,Personal L3,Offer3,Web,556.8,Four-Door Car,Small,2
206,WK24299,California,4772.943848,Yes,Extended,High School or Below,2011-02-18,Retired,M,20993,Suburban,Divorced,133,35.0,90,0.0,1,Personal Auto,Personal L3,Offer2,Agent,638.4,SUV,Medsize,2
207,MN74944,Arizona,6285.15476,No,Extended,College,2011-02-28,Employed,M,52210,Suburban,Married,80,6.0,74,0.0,9,Personal Auto,Personal L1,Offer1,Branch,384.0,Four-Door Car,Medsize,2
208,LE65901,Oregon,4434.941371,No,Basic,Bachelor,2011-02-20,Employed,F,58082,Rural,Married,112,31.0,66,1.0,1,Personal Auto,Personal L3,Offer1,Call Center,103.022126,SUV,Medsize,2
209,OO72857,Oregon,17254.03699,No,Basic,Bachelor,2011-01-14,Unemployed,M,0,Suburban,Married,69,33.0,49,1.0,2,Personal Auto,Personal L1,Offer1,Agent,331.2,Four-Door Car,Medsize,1
210,FP34904,Oregon,2915.614781,No,Basic,College,2011-01-08,Employed,M,86599,Suburban,Married,73,32.0,89,0.0,1,Corporate Auto,Corporate L1,Offer2,Web,350.4,Four-Door Car,Medsize,1
211,MR60878,Oregon,15762.53198,No,Basic,Bachelor,2011-02-15,Employed,F,44362,Rural,Married,66,15.0,75,0.0,2,Corporate Auto,Corporate L3,Offer2,Call Center,142.113373,Four-Door Car,Small,2
212,CY45848,Oregon,4273.587765,No,Premium,Bachelor,2011-01-30,Employed,F,82214,Rural,Married,106,11.0,19,1.0,1,Personal Auto,Personal L1,Offer3,Branch,239.143671,Four-Door Car,Medsize,1
213,BC66921,Nevada,2816.567395,No,Basic,High School or Below,2011-02-16,Employed,F,41228,Suburban,Single,71,19.0,13,0.0,1,Personal Auto,Personal L3,Offer1,Branch,340.8,Four-Door Car,Small,2
214,FM52759,Nevada,5548.031892,Yes,Basic,Bachelor,2011-01-13,Employed,M,67798,Suburban,Divorced,69,1.0,78,0.0,9,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medsize,1
215,HH30454,Oregon,32654.8383,No,Premium,Bachelor,2011-02-23,Unemployed,M,0,Suburban,Single,153,7.0,75,0.0,2,Personal Auto,Personal L3,Offer3,Branch,1101.6,SUV,Medsize,2
216,NI18835,California,2927.734329,No,Basic,Bachelor,2011-02-15,Employed,M,51991,Rural,Married,73,4.0,95,0.0,1,Personal Auto,Personal L3,Offer2,Web,124.376921,Four-Door Car,Medsize,2
217,YP41539,Oregon,5320.081159,No,Basic,High School or Below,2011-02-25,Employed,F,88669,Urban,Married,66,9.0,18,1.0,4,Personal Auto,Personal L2,Offer1,Call Center,213.574473,Four-Door Car,Medsize,2
218,NL75739,Arizona,7590.050089,No,Basic,High School or Below,2011-01-02,Disabled,M,10375,Suburban,Married,66,10.0,95,0.0,2,Personal Auto,Personal L3,Offer1,Branch,316.8,Two-Door Car,Medsize,1
219,RF94484,Oregon,4605.036646,Yes,Basic,College,2011-01-28,Medical Leave,F,22571,Suburban,Single,63,29.0,51,0.0,9,Corporate Auto,Corporate L3,Offer2,Web,302.4,Four-Door Car,Large,1
220,MS11057,Oregon,9587.586583,No,Premium,Bachelor,2011-01-31,Employed,M,84539,Rural,Married,119,10.0,71,0.0,4,Personal Auto,Personal L3,Offer1,Call Center,65.428481,Four-Door Car,Medsize,1
221,TK38732,Oregon,4873.350518,No,Extended,High School or Below,2011-02-18,Employed,M,47824,Urban,Married,129,8.0,56,3.0,1,Personal Auto,Personal L2,Offer4,Agent,546.046853,SUV,Medsize,2
222,FI86516,Oregon,4786.054889,No,Basic,Bachelor,2011-01-26,Unemployed,F,0,Suburban,Single,68,4.0,67,0.0,9,Corporate Auto,Corporate L1,Offer1,Agent,489.6,Four-Door Car,Small,1
223,KS12294,California,15994.008,No,Premium,Bachelor,2011-02-16,Unemployed,M,0,Suburban,Single,159,19.0,75,0.0,2,Personal Auto,Personal L3,Offer1,Web,1410.16929,SUV,Medsize,2
224,BS90503,Washington,5395.091602,No,Basic,Bachelor,2011-02-15,Employed,F,86640,Rural,Married,67,2.0,25,0.0,5,Personal Auto,Personal L1,Offer2,Web,65.457366,Four-Door Car,Medsize,2
225,AG39150,Oregon,2356.074955,No,Basic,Bachelor,2011-02-04,Unemployed,M,0,Suburban,Married,63,22.0,94,0.0,1,Personal Auto,Personal L3,Offer1,Agent,302.4,Four-Door Car,Medsize,2
226,BJ22117,Washington,5133.414764,No,Basic,Master,2011-02-10,Employed,M,53390,Urban,Married,64,13.0,41,0.0,5,Personal Auto,Personal L2,Offer3,Branch,278.999409,Four-Door Car,Medsize,2
227,BK85520,Oregon,4996.564694,No,Basic,College,2011-02-08,Employed,F,25915,Suburban,Single,64,13.0,62,0.0,7,Corporate Auto,Corporate L3,Offer1,Agent,317.979988,Two-Door Car,Medsize,2
228,MU76701,Washington,3921.018919,No,Extended,College,2011-01-20,Employed,F,62445,Suburban,Married,98,19.0,12,1.0,1,Personal Auto,Personal L2,Offer2,Call Center,681.167228,Four-Door Car,Small,1
229,JH73503,Arizona,20171.96154,No,Basic,Doctor,2011-02-01,Employed,M,24804,Suburban,Married,73,19.0,98,0.0,2,Personal Auto,Personal L2,Offer3,Call Center,350.4,Two-Door Car,Small,2
230,JC38573,Oregon,5528.212807,Yes,Basic,Bachelor,2011-01-19,Employed,M,36088,Suburban,Single,72,16.0,31,0.0,9,Corporate Auto,Corporate L3,Offer1,Agent,345.6,Four-Door Car,Medsize,1
231,NL33789,California,4077.501164,No,Basic,Bachelor,2011-01-20,Employed,F,53093,Rural,Divorced,103,3.0,62,0.0,1,Corporate Auto,Corporate L2,Offer2,Call Center,98.991733,SUV,Medsize,1
232,OY44814,Arizona,4917.889638,No,Basic,High School or Below,2011-01-22,Unemployed,M,0,Suburban,Single,71,27.0,81,0.0,5,Personal Auto,Personal L3,Offer1,Web,511.2,Two-Door Car,Medsize,1
233,AQ70385,Oregon,5686.961001,No,Basic,High School or Below,2011-01-13,Employed,M,30242,Rural,Married,72,30.0,23,0.0,3,Personal Auto,Personal L3,Offer2,Branch,48.288036,Four-Door Car,Medsize,1
234,VZ81004,Oregon,19259.84494,No,Premium,Master,2011-01-26,Employed,F,35973,Suburban,Married,159,5.0,97,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,763.2,Sports Car,Large,1
235,OU53351,Arizona,2486.064902,No,Basic,College,2011-02-18,Employed,M,36635,Suburban,Married,63,20.0,28,0.0,1,Corporate Auto,Corporate L2,Offer4,Agent,302.4,Four-Door Car,Small,2
236,BZ92811,California,5948.98896,No,Premium,High School or Below,2011-02-20,Employed,F,88122,Suburban,Married,148,15.0,10,0.0,1,Corporate Auto,Corporate L2,Offer2,Call Center,840.231575,SUV,Medsize,2
237,DO18118,Oregon,10996.71336,No,Basic,High School or Below,2011-01-02,Unemployed,F,0,Suburban,Single,104,29.0,73,0.0,2,Personal Auto,Personal L2,Offer3,Branch,748.8,SUV,Medsize,1
238,QN62538,Nevada,4803.935174,No,Basic,High School or Below,2011-02-24,Unemployed,M,0,Suburban,Single,69,31.0,25,0.0,7,Corporate Auto,Corporate L2,Offer1,Call Center,496.8,Four-Door Car,Small,2
239,DX34647,California,7761.267839,No,Extended,College,2011-02-24,Employed,F,43137,Suburban,Married,96,8.0,41,0.0,8,Personal Auto,Personal L3,Offer2,Call Center,460.8,Two-Door Car,Large,2
